HOTEL,ANIO,MES,ESCENARIO,RN,HABITACIONES,ROOMS_REV_ALOJAMIENTO,ROOMS_REV_UPGRADES,ROOMS_REV_OTROS,ROOMS_REVENUE,FOOD_REVENUE,BEVERAGE_REVENUE,BANQUETS_REVENUE,FB_PENSION,DAY_PASS,FB_REVENUE,OTHER_DEPT_REVENUE,MISC_INCOME,OPERATING_REVENUE,AR,ROOMS_PERSONNEL,ROOMS_OTHER_EXPENSES,ROOMS_OPEX,FOOD_COST,BEVERAGE_COST,FB_COST,FB_PERSONNEL,FB_OTHER_EXPENSES,FB_OPEX,OPERATING_EXPENSES,ROOMS_PROFIT,FB_PROFIT,TOTAL_DEPT_PROFIT,UNDISTRIB_OPEX,GOP
Hotel Nereida,2025,6,REAL,2739,3069,917147.51,9313.66,0.00,926461.16,86494.86,174310.77,49006.00,28575.92,0.00,338387.56,11374.28,674.64,1276897.63,466.19,-131760.75,-130933.07,-262693.82,-50433.82,-41866.09,-92299.91,-193148.75,-11615.22,-297063.88,-559757.69,663767.35,41323.68,717139.94,-181263.40,535876.54
Hotel Nereida,2025,7,BUDGET,1981,2278,589321.04,5124.53,0.00,594445.57,93645.61,115826.77,35764.09,21012.42,0.00,266248.90,8840.10,1145.50,870680.07,439.41,-94778.10,-94567.06,-189345.16,-57289.07,-14544.29,-71833.36,-139377.15,-6711.71,-217922.21,-407267.37,405100.41,48326.69,463412.70,-120758.67,342654.03
Hotel Nereida,2025,7,REAL,2237,2422,645512.04,8953.43,0.00,654465.47,85304.84,137826.70,10235.47,18224.70,0.00,251591.71,8339.55,8959.46,923356.18,412.78,-104708.97,-108235.12,-212944.09,-40377.97,-30238.80,-70616.77,-153512.60,-7011.80,-231141.16,-444085.25,441521.38,20450.55,479270.93,-141060.67,338210.26
Hotel Nereida,2025,8,BUDGET,2985,3431,932482.99,7719.23,0.00,940202.22,172369.43,216326.11,9843.68,29452.50,0.00,427991.71,12302.22,3510.50,1384006.65,463.69,-141398.52,-163426.11,-304824.63,-89588.16,-24526.22,-114114.38,-218074.40,-13323.04,-345511.82,-650336.45,635377.59,82479.89,733670.20,-192477.39,541192.81
Hotel Nereida,2025,8,REAL,2326,2451,689242.79,5327.93,0.00,694570.72,111455.93,173440.39,7850.91,18608.97,0.00,311356.19,8659.08,2600.29,1017186.28,437.23,-103513.54,-119976.40,-223489.94,-46115.32,-41809.59,-87924.91,-155313.73,-8085.33,-251323.97,-474813.91,471080.78,60032.22,542372.37,-147109.68,395262.69
Hotel Nereida,2025,9,BUDGET,1921,2260,686444.22,5084.78,0.00,691529.00,98295.26,124272.05,25785.54,21918.60,0.00,270271.44,7657.74,364.50,969822.68,504.88,-94577.45,-93469.23,-188046.68,-59548.82,-14623.50,-74172.32,-140451.74,-7412.17,-222036.23,-410082.91,503482.31,48235.22,559739.77,-125908.53,433831.24
Hotel Nereida,2025,9,REAL,2766,3041,969787.75,4825.71,0.00,974613.46,124792.45,211569.66,37294.36,25310.25,0.00,398966.73,7269.78,356.05,1381206.01,499.28,-133401.37,-155008.95,-288410.33,-47456.77,-53868.36,-101325.12,-205256.61,-12548.31,-319130.05,-607540.37,686203.13,79836.68,773665.64,-177009.34,596656.30
Hotel Nereida,2025,10,BUDGET,1887,2220,683732.09,4994.80,0.00,688726.89,94690.22,115063.14,24353.56,19514.20,0.00,253621.12,7538.30,346.50,950232.81,503.59,-89876.16,-92125.87,-182002.03,-59656.75,-11261.11,-70917.86,-132825.88,-6803.59,-210547.33,-392549.36,506724.86,43073.79,557683.45,-118828.67,438854.77
Hotel Nereida,2025,10,REAL,2958,3431,1102007.79,5471.63,0.00,1107479.43,127898.56,212965.29,48433.93,30735.32,0.00,420033.10,16903.57,571.40,1544987.50,522.25,-142333.76,-163076.46,-305410.22,-68205.56,-49521.10,-117726.66,-223778.19,-15179.99,-356684.84,-662095.06,802069.21,63348.26,882892.44,-193858.75,689033.69
Hotel Nereida,2025,11,BUDGET,2363,3376,666470.42,7021.87,0.00,673492.29,126650.17,141647.36,41362.64,23958.00,0.00,333618.18,9723.56,544.50,1017378.53,430.52,-129757.05,-97088.74,-226845.80,-84870.50,-10579.74,-95450.24,-188529.83,-9916.95,-293897.02,-520742.82,446646.49,39721.15,496635.71,-174003.35,322632.36
Hotel Nereida,2025,11,REAL,2714,3627,798942.68,8226.78,0.00,807169.45,125378.90,198315.08,34844.71,28484.74,0.00,387023.43,12801.26,2020.14,1209014.27,445.41,-137373.94,-116878.49,-254252.43,-58893.41,-47160.30,-106053.70,-219630.33,-13421.85,-339105.88,-593358.31,552917.03,47917.55,615655.96,-206246.11,409409.86
Hotel Nereida,2025,12,BUDGET,2318,3460,723852.18,6296.47,0.00,730148.65,205536.68,189891.08,48076.80,26598.00,0.00,470102.57,7436.40,540.00,1208227.62,521.25,-129968.68,-94901.59,-224870.27,-124294.17,-1987.52,-126281.70,-225510.80,-8203.00,-359995.49,-584865.76,505278.38,110107.08,623361.86,-190916.68,432445.18
Hotel Nereida,2025,12,REAL,1683,2624,577195.39,5153.75,0.00,582349.14,171002.28,183036.19,66732.80,18346.55,0.00,439117.82,9886.42,3636.68,1034990.06,615.12,-97121.81,-72018.00,-169139.81,-79856.35,-51821.19,-131677.54,-202717.32,-20090.64,-354485.50,-523625.31,413209.33,84632.31,511364.74,-140561.51,370803.23
Hotel Nereida,2026,1,BUDGET,1854,2768,472725.28,5325.02,0.00,478050.30,90099.61,111858.11,17324.64,24464.64,0.00,243747.00,7489.69,288.00,729574.98,393.44,-106446.87,-77257.31,-183704.19,-42652.78,-29422.06,-72074.84,-164383.19,-7446.64,-243904.67,-427608.86,294346.11,-157.67,301966.13,-146060.16,155905.97
Hotel Nereida,2026,1,REAL,1827,2825,453787.26,3499.42,0.00,457286.68,101511.15,123576.04,7627.97,15959.46,0.00,248674.62,7964.50,146.57,714072.36,390.90,-110400.14,-77743.57,-188143.70,-42553.00,-26460.13,-69013.13,-190059.99,-8373.54,-267446.66,-455590.37,269142.98,-18772.05,258482.00,-149428.38,109053.62
Hotel Nereida,2026,2,BUDGET,2104,2786,561780.92,3677.89,0.00,565458.81,102072.70,127906.62,32235.40,26082.32,0.00,288297.04,9138.21,321.00,863215.05,410.34,-118190.23,-95636.58,-213826.81,-48550.42,-36331.89,-84882.31,-173554.55,-11714.17,-270151.03,-483977.84,351632.00,18146.00,379237.21,-161322.06,217915.15
Hotel Nereida,2026,2,REAL,2472,3125,634519.48,5253.96,0.00,639773.44,91646.23,131449.02,32814.20,26413.67,0.00,282323.12,10241.57,165.76,932503.88,377.23,-130504.01,-108825.49,-239329.50,-46665.24,-36043.24,-82708.48,-191165.52,-8262.95,-282136.94,-521466.44,400443.94,186.18,411037.44,-181855.16,229182.28
Hotel Nereida,2026,3,BUDGET,2950,3431,878048.98,6794.64,0.00,884843.62,135809.00,180333.10,33190.89,32690.92,0.00,382023.90,14199.15,357.00,1281423.66,434.31,-137978.31,-136812.72,-274791.03,-67529.21,-43949.07,-111478.28,-211618.26,-13008.39,-336104.93,-610895.96,610052.59,45918.97,670527.70,-193739.39,476788.31
Hotel Nereida,2026,3,REAL,1859,2162,528147.62,3669.33,0.00,531816.95,85277.65,130335.62,16177.64,20453.74,0.00,252244.65,4771.10,67.43,788900.12,424.48,-89543.37,-87794.02,-177337.39,-42243.96,-32770.18,-75014.14,-132852.97,-10668.90,-218536.01,-395873.39,354479.56,33708.65,393026.72,-120125.11,272901.62
Hotel Nereida,2026,4,BUDGET,3029,3404,1052074.08,11541.95,0.00,1063616.02,150465.64,206083.00,47039.45,34770.00,0.00,438358.10,14452.69,366.00,1516792.81,500.69,-146606.23,-138136.69,-284742.92,-66540.88,-52237.95,-118778.83,-243096.99,-15695.48,-377571.30,-662314.22,778873.10,60786.80,854478.59,-201145.26,653333.33
Hotel Nereida,2026,4,REAL,0,0,788234.84,4642.89,0.00,792877.73,131973.86,180067.43,2565.81,23490.15,0.00,338097.25,4915.28,304.31,1136194.57,,0.00,-8052.02,-8052.02,-47259.89,-34225.33,-81485.22,6743.91,-5419.24,-80160.55,-88212.57,784825.72,257936.70,1047982.00,-40496.29,1007485.71
Hotel Nereida,2026,5,BUDGET,2546,2768,956075.96,6921.69,0.00,962997.65,126237.74,185183.90,47167.68,27053.80,0.00,385643.12,12467.67,288.00,1361396.44,534.66,-116359.83,-125643.64,-242003.48,-53778.98,-51424.61,-105203.59,-183386.27,-11763.52,-300353.37,-542356.85,720994.18,85289.74,819039.59,-162460.10,656579.49
Hotel Nereida,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2548.62,-2548.62
Hotel Nereida,2026,6,BUDGET,2082,2288,740869.16,6740.42,0.00,747609.57,79260.85,141042.89,38307.53,23185.01,0.00,281796.28,10261.86,246.00,1039913.71,499.50,-98980.69,-105836.19,-204816.88,-38970.73,-38219.50,-77190.23,-155715.84,-10505.73,-243411.80,-448228.68,542792.69,38384.48,591685.03,-141002.67,450682.35
Hotel Nereida,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4011.14,-4011.14
Hotel Nereida,2026,7,BUDGET,2833,3114,861454.54,10953.13,0.00,872407.67,119340.31,184779.60,22147.02,28676.16,0.00,354943.09,12069.77,5292.00,1244712.54,439.30,-133604.81,-143714.50,-277319.32,-49471.34,-47626.90,-97098.24,-206736.62,-11620.44,-315455.31,-592774.63,595088.36,39487.78,651937.91,-183397.07,468540.84
Hotel Nereida,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1899.55,-1899.55
Hotel Nereida,2026,8,BUDGET,2650,2912,831313.49,6012.35,0.00,837325.83,142289.85,212163.91,13907.70,26497.55,0.00,394859.01,11616.29,3131.00,1246932.13,470.58,-125096.74,-144425.71,-269522.45,-57250.68,-50384.92,-107635.60,-199173.04,-10837.68,-317646.32,-587168.77,567803.38,77212.69,659763.36,-176692.60,483070.76
Hotel Nereida,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2630.20,-2630.20
Hotel Nereida,2026,9,BUDGET,2837,3153,1048653.25,4317.02,0.00,1052970.28,132832.78,225740.72,52626.36,32431.00,0.00,443630.87,12657.99,339.00,1509598.13,532.03,-136400.22,-158997.31,-295397.53,-63856.51,-58971.61,-122828.12,-215482.49,-13277.15,-351587.76,-646985.29,757572.74,92043.10,862612.84,-192117.81,670495.02
Hotel Nereida,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1935.12,-1935.12
Hotel Nereida,2026,10,BUDGET,2854,3171,1103703.77,7139.20,0.00,1110842.97,116951.13,202448.50,41092.15,32408.64,0.00,392900.42,14742.81,330.00,1518816.20,532.14,-129478.97,-153326.62,-282805.59,-61879.28,-47681.45,-109560.74,-202799.75,-11268.88,-323629.37,-606434.97,828037.37,69271.05,912381.24,-186863.52,725517.71
Hotel Nereida,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1199.78,-1199.78
Hotel Nereida,2026,11,BUDGET,2406,3209,694125.81,5888.67,0.00,700014.48,108188.08,158333.50,28658.00,27324.00,0.00,322503.57,10497.00,345.00,1033360.06,429.43,-129211.88,-100425.74,-229637.62,-56363.61,-37262.33,-93625.94,-189043.57,-10672.57,-293342.08,-522979.70,470376.86,29161.49,510380.36,-179088.24,331292.12
Hotel Nereida,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-808.82,-808.82
Hotel Nereida,2026,12,BUDGET,2402,3431,785851.46,6656.41,0.00,792507.87,221835.45,218218.97,45695.61,31596.88,0.00,517346.90,14257.49,4998.00,1329110.27,553.44,-134955.71,-112246.64,-247202.35,-101500.05,-35390.97,-136891.01,-241265.80,-12215.63,-390372.44,-637574.79,545305.52,126974.47,691535.48,-214398.76,477136.72
Hotel Nereida,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-948.28,-948.28
Hotel Orion,2025,1,BUDGET,3413,5171,450480.10,510.00,0.00,450990.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64841.83,515831.93,151.15,-204508.60,-94951.42,-299460.02,0.00,0.00,0.00,0.00,0.00,0.00,-299460.02,151530.08,0.00,216371.91,-263412.92,-47041.01
Hotel Orion,2025,1,REAL,2478,3275,355149.62,402.27,0.00,355551.89,1431.05,0.00,0.00,0.00,0.00,1431.05,0.00,48986.61,405969.54,163.86,-138794.16,-64607.00,-203401.16,-1320.61,-565.97,-1886.59,-1133.71,0.00,-3020.30,-206421.46,152150.72,-1589.25,199548.08,-186818.71,12729.37
Hotel Orion,2025,2,BUDGET,2736,3075,333848.75,335.75,0.00,334184.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51992.84,386177.34,141.12,-137912.88,-71870.05,-209782.93,0.00,0.00,0.00,0.00,0.00,0.00,-209782.93,124401.58,0.00,176394.42,-167016.82,9377.60
Hotel Orion,2025,2,REAL,2856,3542,383394.98,436.15,0.00,383831.13,-40.95,0.00,0.00,0.00,0.00,-40.95,0.00,56604.78,440394.96,154.22,-145523.09,-64962.54,-210485.63,0.00,0.00,0.00,0.00,0.00,0.00,-210485.63,173345.50,-40.95,229909.33,-202565.47,27343.86
Hotel Orion,2025,3,BUDGET,2986,3318,567366.03,327.25,0.00,567693.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56736.60,624429.88,209.11,-148352.69,-111601.68,-259954.38,0.00,0.00,0.00,0.00,0.00,0.00,-259954.38,307738.90,0.00,364475.51,-187406.91,177068.59
Hotel Orion,2025,3,REAL,3282,4007,617297.56,356.60,0.00,617654.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64128.16,681782.32,207.74,-157775.99,-117060.50,-274836.49,0.00,0.00,0.00,0.00,0.00,0.00,-274836.49,342817.67,0.00,406945.83,-214335.12,192610.71
Hotel Orion,2025,4,BUDGET,3529,3878,794040.98,395.25,0.00,794436.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67052.35,861488.57,244.11,-170036.54,-141660.15,-311696.69,0.00,0.00,0.00,0.00,0.00,0.00,-311696.69,482739.54,0.00,549791.89,-227575.89,322216.00
Hotel Orion,2025,4,REAL,3355,4003,788886.95,376.46,0.00,789263.41,-65.33,0.00,0.00,0.00,0.00,-65.33,0.00,66124.80,855322.89,254.92,-166947.01,-121498.71,-288445.73,0.00,0.00,0.00,0.00,0.00,0.00,-288445.73,500817.69,-65.33,566877.16,-237391.30,329485.86
Hotel Orion,2025,5,BUDGET,4941,5429,1343870.24,535.50,0.00,1344405.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93873.29,1438279.03,291.11,-237639.07,-229657.75,-467296.82,0.00,0.00,0.00,0.00,0.00,0.00,-467296.82,877108.92,0.00,970982.21,-326274.37,644707.84
Hotel Orion,2025,5,REAL,4135,4826,1069069.93,292.79,0.00,1069362.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81718.55,1151081.27,278.37,-206379.91,-160385.58,-366765.49,0.00,0.00,0.00,0.00,0.00,0.00,-366765.49,702597.22,0.00,784315.77,-256104.51,528211.26
Hotel Orion,2025,6,BUDGET,3833,4212,946663.81,429.25,0.00,947093.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72820.29,1019913.36,266.11,-190270.29,-174646.08,-364916.37,0.00,0.00,0.00,0.00,0.00,0.00,-364916.37,582176.69,0.00,654996.98,-263962.58,391034.40
Hotel Orion,2025,6,REAL,4344,5129,1028151.27,682.88,0.00,1028834.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85977.00,1114811.15,256.61,-212047.81,-178835.68,-390883.48,0.00,0.00,0.00,0.00,0.00,0.00,-390883.48,637950.67,0.00,723927.67,-311761.32,412166.35
Hotel Orion,2025,7,BUDGET,3684,4094,758944.17,403.75,0.00,759347.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69999.71,829347.63,225.11,-183677.53,-138333.03,-322010.55,0.00,0.00,0.00,0.00,0.00,0.00,-322010.55,437337.37,0.00,507337.07,-257853.19,249483.88
Hotel Orion,2025,7,REAL,3793,4611,638724.84,279.74,0.00,639004.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75581.54,714586.11,188.39,-204048.68,-120109.83,-324158.51,0.00,0.00,0.00,0.00,0.00,0.00,-324158.51,314846.07,0.00,390427.60,-246361.21,144066.39
Hotel Orion,2025,8,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-121905.52,-16687.46,-138592.97,0.00,0.00,0.00,0.00,0.00,0.00,-138592.97,-138592.97,0.00,-138592.97,-140645.90,-279238.88
Hotel Orion,2025,8,REAL,705,5386,121472.25,0.00,0.00,121472.25,-7.46,0.00,0.00,0.00,0.00,-7.46,0.00,13824.38,135289.16,191.90,-75793.85,-12752.20,-88546.05,0.00,0.00,0.00,0.00,0.00,0.00,-88546.05,32926.20,-7.46,46743.11,-130368.16,-83625.05
Hotel Orion,2025,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,665.09,-444.62,220.47,0.00,0.00,0.00,0.00,0.00,0.00,220.47,220.47,0.00,220.47,3661.40,3881.87
Hotel Orion,2025,10,REAL,0,3964,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27116.60,27116.60
Hotel Orion,2025,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-457.72,-457.72,0.00,0.00,0.00,0.00,0.00,0.00,-457.72,-457.72,0.00,-457.72,-18969.29,-19427.01
Hotel Orion,2025,12,REAL,0,4094,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-423.08,-423.08,0.00,0.00,0.00,0.00,0.00,0.00,-423.08,-423.08,0.00,-423.08,-10093.11,-10516.20
Hotel Orion,2026,1,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,-425.35,-425.35,0.00,0.00,0.00,0.00,0.00,0.00,-425.35,-425.35,0.00,-425.35,189.36,-235.99
Hotel Orion,2026,2,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5719.00,-5719.00
Hotel Orion,2026,3,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1336.70,-1336.70
Hotel Orion,2026,4,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Orion,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Prisma,2025,1,BUDGET,3615,6025,478301.81,9761.26,0.00,488063.07,76860.48,54072.16,39060.00,37613.39,0.00,207606.03,31655.50,0.00,727324.60,201.18,-116158.33,-127305.19,-243463.53,-53525.96,-9751.85,-63277.81,-141706.63,-8296.72,-213281.15,-456744.68,244599.54,-5675.13,270579.92,-183384.58,87195.34
Hotel Prisma,2025,1,REAL,4545,8099,677302.39,5021.98,0.00,682324.36,83393.31,55220.73,25279.04,50589.90,0.00,214482.98,37794.90,1250.00,935852.24,205.91,-173203.73,-187868.70,-361072.43,-57209.00,-14403.34,-71612.34,-185479.43,-9248.99,-266340.75,-627413.18,321251.94,-51857.78,308439.06,-279852.04,28587.03
Hotel Prisma,2025,2,BUDGET,5161,7374,755122.18,13935.95,0.00,769058.14,109291.01,76199.46,61740.00,56858.69,0.00,304089.15,48711.53,0.00,1121858.82,217.35,-160055.71,-185676.32,-345732.04,-78786.65,-13691.65,-92478.30,-198194.72,-12123.70,-302796.72,-648528.75,423326.10,1292.44,473330.07,-256032.52,217297.55
Hotel Prisma,2025,2,REAL,3651,4682,560338.30,5439.77,0.00,565778.06,62845.45,34851.98,41047.43,40517.92,0.00,179262.78,31518.57,0.00,776559.41,212.69,-109483.68,-114054.57,-223538.25,-46844.63,-10065.58,-56910.22,-116452.89,-7263.46,-180626.57,-404164.82,342239.82,-1363.79,372394.59,-170405.02,201989.58
Hotel Prisma,2025,3,BUDGET,5588,7451,934895.40,15087.98,0.00,949983.38,118147.23,81617.22,64400.00,64978.86,0.00,329143.31,51602.94,0.00,1330729.62,238.13,-158976.25,-218077.16,-377053.41,-85711.45,-14613.42,-100324.86,-187039.06,-12732.19,-300096.11,-677149.51,572929.97,29047.20,653580.11,-250433.85,403146.26
Hotel Prisma,2025,3,REAL,4857,5766,831930.25,6618.32,0.00,838548.57,103103.48,55912.03,33656.27,51256.88,0.00,243928.65,31712.03,0.00,1114189.25,229.41,-129344.25,-177167.91,-306512.16,-65101.78,-18748.38,-83850.16,-128806.31,-9982.09,-222638.56,-529150.72,532036.40,21290.10,585038.53,-200720.99,384317.54
Hotel Prisma,2025,4,BUDGET,5756,7160,1480982.78,15540.82,0.00,1496523.60,132786.25,82821.26,60480.00,66929.14,0.00,343016.66,50098.53,0.00,1889638.79,328.30,-157387.07,-275926.27,-433313.34,-88869.43,-15358.39,-104227.81,-187769.19,-14262.03,-306259.03,-739572.37,1063210.26,36757.63,1150066.42,-251233.24,898833.18
Hotel Prisma,2025,4,REAL,6627,7757,1614047.97,9763.31,0.00,1623811.28,138487.17,78433.56,38854.03,79647.24,0.00,335421.99,41651.30,0.00,2000884.57,301.93,-176612.06,-297933.00,-474545.06,-87122.65,-30605.60,-117728.24,-193696.24,-12488.36,-323912.84,-798457.90,1149266.22,11509.15,1202426.67,-276732.14,925694.52
Hotel Prisma,2025,5,BUDGET,5287,6577,1386744.42,14274.54,0.00,1401018.96,126269.97,73257.09,53760.00,58240.09,0.00,311527.15,44357.15,0.00,1756903.26,332.31,-143534.40,-263874.94,-407409.34,-80039.66,-14042.61,-94082.27,-169424.40,-12312.72,-275819.38,-683228.72,993609.62,35707.77,1073674.54,-227273.85,846400.69
Hotel Prisma,2025,5,REAL,5839,6714,1412818.26,7803.91,0.00,1420622.17,110812.31,61736.45,87105.17,68667.30,0.00,328321.24,70810.91,0.00,1819754.32,311.66,-163623.81,-249682.73,-413306.54,-76402.95,-24445.57,-100848.52,-164974.35,-14437.66,-280260.53,-693567.07,1007315.63,48060.71,1126187.25,-202422.06,923765.19
Hotel Prisma,2025,6,BUDGET,5317,7028,1075621.01,14355.79,0.00,1089976.80,134035.84,71525.91,59360.00,58571.63,0.00,323493.38,55178.96,0.00,1468649.14,276.22,-154286.62,-227912.31,-382198.93,-82680.66,-14119.86,-96800.52,-178767.09,-12856.54,-288424.15,-670623.08,707777.87,35069.23,798026.06,-241245.89,556780.17
Hotel Prisma,2025,6,REAL,5778,7558,1193287.12,9366.31,0.00,1202653.43,123137.27,74365.88,27935.70,62425.15,0.00,287864.00,53019.27,305.52,1543842.22,267.22,-179247.87,-259765.94,-439013.81,-68042.88,-26434.82,-94477.71,-183643.22,-11755.41,-289876.33,-728890.13,763639.62,-2012.33,814952.09,-256163.83,558788.26
Hotel Prisma,2025,7,BUDGET,4134,7947,670883.60,11160.73,0.00,682044.33,116986.34,53701.82,24360.00,50595.29,0.00,245643.45,32715.31,0.00,960403.09,232.34,-151668.04,-160177.77,-311845.80,-63366.57,-11110.94,-74477.51,-185724.60,-10706.51,-270908.62,-582754.42,370198.53,-25265.17,377648.67,-244399.17,133249.50
Hotel Prisma,2025,7,REAL,5304,8838,881210.40,15479.87,0.00,896690.27,95389.95,68946.93,24507.29,56930.49,0.00,245774.66,22801.34,566.10,1165832.38,219.78,-201816.14,-176815.54,-378631.68,-59141.28,-19722.51,-78863.79,-198874.02,-10407.13,-288144.94,-666776.62,518058.59,-42370.28,499055.76,-296632.96,202422.80
